name,category,description,source,directed,weighted,vertex_type,edge_type,collection,tags,citations,download_url,n_nodes,n_edges,density,max_degree,min_degree,avg_degree,assortativity,n_triangles,avg_triangles,max_triangles,avg_clustering,transitivity,max_kcore,max_clique_lb
escorts,Sparse Networks,"This is the bipartite network of sex buyers and their escorts. Nodes are buyers and escorts. An edge denotes sexual intercourse between a male sex-buyer and a female escort. Edges are weighted with the rating of the escort given by the buyer. Three ratings are possible: bad (−1), neutral (0), good (+1).",Unknown,False,False,"Buyer, escort",Rating,SX,[],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",https://nrvis.com/./download/data/labeled/escorts.zip,10100,50600,0.000991352,616,1,10.0,-0.0625723,23400,2.0,2800,0.0117455,0.00790434,42,4
ex21,misc,TEST MATRIX FROM FIDAP,Unknown,False,True,Unknown,Unknown,misc,"['computational fluid dynamics problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/ex21.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
farm,misc,"linear programming problem, C. Meszaros test set",Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/farm.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
fp,misc,"2-D Fokker Planck eqn, electron dyn. in external field. Dan Smith, MKS Inst.",Unknown,False,True,Unknown,Unknown,misc,"['electromagnetics problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/fp.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
gemat12,misc,UNSUMMETRIC MATRIX FROM G.E. OPF PROGRAM. WESTERN UTILITY SYSTEMBASIS 1,Unknown,False,True,Unknown,Unknown,misc,"['subsequent power network problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/gemat12.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
impcol-d,misc,"UNSYMMETRIC MATRIX - NITRIC ACID PLANT MODEL (CHEM ENG),1982",Unknown,False,True,Unknown,Unknown,misc,"['chemical process simulation problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/impcol_d.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
internet,misc,Pajek network,Unknown,False,True,Unknown,Unknown,misc,"['directed weighted graph', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/internet.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jazz,misc,jazz muscicians network,Unknown,False,True,Unknown,Unknown,misc,"['undirected multigraph', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jazz.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
language,misc,Roy Tromble. finite-state machine for natural language processing,Unknown,False,True,Unknown,Unknown,misc,"['directed weighted graph', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/language.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
lp-nug30,misc,Netlib LP problem nug30,Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/lp_nug30.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
nasa1824,misc,"STRUCTURE FROM NASA LANGLEY, 1824 DEGREES OF FREEDOM",Unknown,False,True,Unknown,Unknown,misc,"['structural problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/nasa1824.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
nl,protein,"linear programming problem, C. Meszaros test set",Unknown,False,True,Unknown,Unknown,protein,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/nl.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
rml,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://networkrepository.com/rml/graph-classification.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
robot,misc,"Marco Morandini, 6 gdl COMAU robot",Unknown,False,True,Unknown,Unknown,misc,"['robotics problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",https://nrvis.com/./download/data/misc/robot.zip,120,790,0.110644,26,2,13.0,-0.053463,5500,45.0,126,0.514942,0.41023,11,5
route,misc,"linear programming problem, C. Meszaros test set",Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/route.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
smt,protein,"3D model, thermal stress analysis of surface mounted transistor. R Kohia",Unknown,False,True,Unknown,Unknown,protein,"['structural problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/smt.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
tols1090,dimacs10,TOLOSA MATRIX,Unknown,False,True,Unknown,Unknown,dimacs10,"['computational fluid dynamics problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",https://nrvis.com/./download/data/misc/tols1090.zip,1100,2700,0.00450544,110,1,4.0,0.112167,68500,62.0,2500,0.131701,0.559899,35,19
uk,misc,DIMACS10 set,Unknown,False,True,Unknown,Unknown,misc,['undirected graph'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",https://nrvis.com/./download/data/misc/uk.zip,4800,6800,0.000587721,3,1,2.0,0.24244,3,0.0,1,0.000207297,0.000231821,3,3
wave,dimacs10,3D finite element problem,Unknown,False,True,Unknown,Unknown,dimacs10,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/wave.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
wing,dimacs10,,Unknown,True,True,Unknown,Unknown,dimacs10,[],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}', '@inproceedings{bader2012graph,\ntitle={Graph Partitioning and Graph Clustering},\nauthor={Bader, David A and Meyerhenke, Henning and Sanders, Peter and Wagner, Dorothea},\nbooktitle={10th DIMACS Implementation Challenge Workshop},\nyear={2012}\n}']",https://nrvis.com/./download/data/dimacs10/wing.zip,62000,121500,6.31741e-05,4,2,3.0,0.360338,20100,0.0,2,0.055595,0.0561522,4,3
1138-bus,misc,"S ADMITTANCE MATRIX 1138 BUS POWER SYSTEM, D.J.TYLAVSKY, JULY 1985.",Unknown,False,True,Unknown,Unknown,misc,"['power network problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",https://nrvis.com/./download/data/misc/1138_bus.zip,1100,1500,0.00225364,17,1,2.0,-0.0801099,384,0.0,9,0.086615,0.0930683,5,5
12month1,misc,"12 months, 12,646 users from digg.com. Steven Buss",Unknown,False,True,Unknown,Unknown,misc,['undirected bipartite graph'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/12month1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
130bit,misc,"Quadratic sieve; factoring a 130bit number. D. Priebel, Tenn. Tech Univ",Unknown,False,True,Unknown,Unknown,misc,['combinatorial problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",https://nrvis.com/./download/data/misc/130bit.zip,584,6100,0.0358972,328,8,20.0,-0.156458,23300,39.0,1900,0.169233,0.072078,13,6
DD,Labeled Networks,This network contains the following comma separated text files:,Unknown,False,False,Unknown,Unknown,Labeled Networks,"['DD', 'labeled network data', 'labeled graph data', 'classification data', 'relational learning', 'relational classification data', 'node classification', 'semi-supervised node classification', 'node labels', 'node label prediction', 'graph classification', 'network classification', 'graph labels', 'network labels', 'network label prediction', 'graph label prediction']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",https://nrvis.com/./download/data/labeled/DD.zip,334900,1700000,3.0062e-05,38,2,10.0,0.391536,7100000,21.0,160,0.413379,0.410832,15,4
DD-g114,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g114.zip,334,1500,0.0273687,16,2,9.0,0.233945,5400,16.0,52,0.381729,0.39189,9,5
DD-g1167,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g1167.zip,227,958,0.0373475,16,2,8.0,0.204149,2600,11.0,32,0.334623,0.328619,7,5
DD-g159,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g159.zip,729,4000,0.0150666,20,4,10.0,0.315421,17800,24.0,72,0.417319,0.410138,9,6
DD-g289,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g289.zip,372,1700,0.0252732,16,2,9.0,0.264037,6800,18.0,56,0.409521,0.416317,9,6
DD-g34,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g34.zip,220,984,0.0408468,16,2,8.0,0.178081,3600,16.0,52,0.410154,0.421721,9,6
DD-g384,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g384.zip,418,2000,0.0228334,18,4,9.0,0.269378,7600,18.0,56,0.39315,0.400634,9,6
DD-g388,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g388.zip,478,2700,0.0238064,22,4,11.0,0.216247,13100,27.0,72,0.449903,0.424545,9,5
DD-g523,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g523.zip,126,534,0.0678095,16,2,8.0,0.161223,1700,13.0,52,0.385956,0.375165,9,6
DD-g883,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g883.zip,421,2300,0.0265355,20,2,11.0,0.307971,11900,28.0,76,0.474614,0.46406,9,6
DD-g923,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/protein/DD_g923.zip,339,1700,0.029708,18,2,10.0,0.265055,7800,22.0,56,0.47336,0.457453,9,5
atmosmodm,misc,"Atmospheric models, Andrei Bourchtein",Unknown,False,True,Unknown,Unknown,misc,"['computational fluid dynamics problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/atmosmodm.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
bhoslib,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/bhoslib/frb100-40.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
bmwcra-1,misc,stiffness matrix,Unknown,False,True,Unknown,Unknown,misc,"['structural problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/bmwcra_1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
ccc,misc,cube-connected cycle graph sequence,Unknown,False,True,Unknown,Unknown,misc,['undirected graph sequence'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/ccc.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
ch,misc,"linear programming problem, C. Meszaros test set",Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/ch.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
chem,protein,,Unknown,False,False,Unknown,Unknown,protein,[],[],https://nrvis.com/./download/data/chem/ENZYMES_g1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
se,graph500,shuffle-exchange graph sequence,Unknown,False,True,Unknown,Unknown,graph500,['undirected graph sequence'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/se.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
cora,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://nrvis.com/./download/data/labeled/cora.zip,2700,5400,0.0014812,169,1,4.0,-0.0656162,5400,2.0,170,0.246175,0.0997136,6,5
eat,Sparse Networks,"This is the Edinburgh Associative Thesaurus.  Nodes are English words, and a directed link from A to B denotes that the word B was given as a response to the stimulus word A in user experiments.  Multiple links are allowed, and the multiplicity of an edge denotes the number of times a word has been given as a response to another word.  In some case, the given word itself was given as a response, leading to loops in the network.",Unknown,True,True,Word,Association,EA,[],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/eat.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
elec,Sparse Networks,"This is the network of users from the English Wikipedia that voted for and against each other in admin elections. Nodes represent individual users, and edges represent votes. Edges can be positive (for vote) and negative (against vote). Each edge is annotated with the date of the vote. In the original dataset from the SNAP website, certain timestamps are from after 2050",Unknown,True,False,User,Vote,EL,[],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/elec.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
escorts,Sparse Networks,"This is the bipartite network of sex buyers and their escorts. Nodes are buyers and escorts. An edge denotes sexual intercourse between a male sex-buyer and a female escort. Edges are weighted with the rating of the escort given by the buyer. Three ratings are possible: bad (−1), neutral (0), good (+1).",Unknown,False,False,"Buyer, escort",Rating,SX,[],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",https://nrvis.com/./download/data/labeled/escorts.zip,10100,50600,0.000991352,616,1,10.0,-0.0625723,23400,2.0,2800,0.0117455,0.00790434,42,4
ex21,misc,TEST MATRIX FROM FIDAP,Unknown,False,True,Unknown,Unknown,misc,"['computational fluid dynamics problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/ex21.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
farm,misc,"linear programming problem, C. Meszaros test set",Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/farm.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
fp,misc,"2-D Fokker Planck eqn, electron dyn. in external field. Dan Smith, MKS Inst.",Unknown,False,True,Unknown,Unknown,misc,"['electromagnetics problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/fp.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
gemat12,misc,UNSUMMETRIC MATRIX FROM G.E. OPF PROGRAM. WESTERN UTILITY SYSTEMBASIS 1,Unknown,False,True,Unknown,Unknown,misc,"['subsequent power network problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/gemat12.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
impcol-d,misc,"UNSYMMETRIC MATRIX - NITRIC ACID PLANT MODEL (CHEM ENG),1982",Unknown,False,True,Unknown,Unknown,misc,"['chemical process simulation problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/impcol_d.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
internet,misc,Pajek network,Unknown,False,True,Unknown,Unknown,misc,"['directed weighted graph', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/internet.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jazz,misc,jazz muscicians network,Unknown,False,True,Unknown,Unknown,misc,"['undirected multigraph', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jazz.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
language,misc,Roy Tromble. finite-state machine for natural language processing,Unknown,False,True,Unknown,Unknown,misc,"['directed weighted graph', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/language.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
lp-nug30,misc,Netlib LP problem nug30,Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/lp_nug30.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
nasa1824,misc,"STRUCTURE FROM NASA LANGLEY, 1824 DEGREES OF FREEDOM",Unknown,False,True,Unknown,Unknown,misc,"['structural problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/nasa1824.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
nl,protein,"linear programming problem, C. Meszaros test set",Unknown,False,True,Unknown,Unknown,protein,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/nl.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
rml,misc,,Unknown,False,False,Unknown,Unknown,misc,[],[],https://networkrepository.com/rml/graph-classification.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
robot,misc,"Marco Morandini, 6 gdl COMAU robot",Unknown,False,True,Unknown,Unknown,misc,"['robotics problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",https://nrvis.com/./download/data/misc/robot.zip,120,790,0.110644,26,2,13.0,-0.053463,5500,45.0,126,0.514942,0.41023,11,5
route,misc,"linear programming problem, C. Meszaros test set",Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/route.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
se,graph500,shuffle-exchange graph sequence,Unknown,False,True,Unknown,Unknown,graph500,['undirected graph sequence'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/se.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
